0,,,1,,,2,,,3,,,4,,,5,,,6,,,7,,,8,,,9,,,10,,,11,,,12,,,13,,,14,,,15,,,16,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.075873205,0,-3.824149125,41.33118245,400.6275161,88.66226763,124.0577107,802.1011946,165.6016392,258.7891947,1204.68119,227.0425396,435.7441724,1608.308774,273.6286751,645.0874829,2012.765234,263.2158401,855.8237945,2416.10524,252.8560487,1066.409275,2815.461002,242.6220503,1275.008855,3207.491149,232.599964,1479.249504,3587.95826,222.8985275,1676.657457,3952.630586,213.6255672,1864.454591,4296.856851,204.8997031,2040.419417,4617.164234,196.807413,2164.607014,4905.812314,189.6567821,2275.225183,5157.437913,183.4262798,2370.096859,5369.383891,178.1818184,2444.236797,5532.371163,174.1782551
0.519962123,0,-7.078583734,41.76361974,400.6275161,85.39655925,124.4827187,802.1011946,162.3225908,259.2136644,1204.68119,223.7474258,436.1731737,1608.308774,270.3162225,645.533737,2012.765234,260.0529722,856.2858895,2416.10524,249.8632321,1066.881,2815.461002,239.8175322,1275.483128,3207.491149,230.000821,1479.719492,3587.95826,220.5201773,1677.116902,3952.630586,211.4811855,1864.896974,4296.856851,202.9997858,2040.834549,4617.164234,195.1579666,2164.975902,4905.812314,188.3497254,2275.539056,5157.437913,182.4213007,2370.356556,5369.383891,177.4381622,2444.448954,5532.371163,173.6656421
1.445897256,0,-10.31744019,42.6788992,400.6275161,82.14361668,125.3916738,802.1011946,159.0535862,260.123283,1204.68119,220.4597976,437.0885624,1608.308774,267.0089501,646.4666636,2012.765234,256.8982274,857.2317187,2416.10524,246.8819648,1067.829785,2815.461002,237.0275621,1276.423476,3207.491149,227.4187403,1480.639633,3587.95826,218.1610094,1678.005092,3952.630586,209.3578933,1865.740804,4296.856851,201.1228546,2041.61798,4617.164234,193.532804,2165.671491,4905.812314,187.0673253,2276.133046,5157.437913,181.4388348,2370.845203,5369.383891,176.7141418,2444.834196,5532.371163,173.173329
2.865874607,0,-13.45231687,44.08966707,400.6275161,78.99382936,126.7976216,802.1011946,155.8880282,261.5313918,1204.68119,217.2777085,438.5038686,1608.308774,263.8105103,647.8990435,2012.765234,253.8458509,858.6732096,2416.10524,243.9962788,1069.266739,2815.461002,234.325724,1277.840213,3207.491149,224.9167082,1482.01943,3587.95826,215.8734999,1679.330668,3952.630586,207.2979976,1866.993812,4296.856851,199.301332,2042.776535,4617.164234,191.9546011,2166.699575,4905.812314,185.8160328,2277.011875,5157.437913,180.4743013,2371.566534,5369.383891,176.0008677,2445.395547,5532.371163,172.6914052
5.705245932,0,-18.60191202,46.91486225,400.6275161,73.81605546,129.6159648,802.1011946,150.6803855,264.354458,1204.68119,212.0385225,441.3399842,1608.308774,258.539998,650.7637029,2012.765234,248.8211763,861.5499425,2416.10524,239.2520387,1072.129162,2815.461002,229.8896424,1280.658002,3207.491149,220.8144523,1484.759893,3587.95826,212.1287127,1681.959618,3952.630586,203.9317621,1869.474883,4296.856851,196.3311516,2045.067597,4617.164234,189.3878809,2168.732595,4905.812314,183.7910597,2278.750741,5157.437913,178.9206966,2372.992783,5369.383891,174.8572226,2446.499957,5532.371163,171.9277122
9.317096317,0,-24.1951599,50.5123246,400.6275161,68.18873777,133.2071245,802.1011946,145.0170717,267.9520149,1204.68119,206.3372711,444.9530435,1608.308774,252.8011471,654.4082212,2012.765234,243.3543545,865.204504,2416.10524,234.0955086,1075.760992,2815.461002,225.0730947,1284.229419,3207.491149,216.3652644,1488.229959,3587.95826,208.0721183,1685.28517,3952.630586,200.2903668,1872.609955,4296.856851,193.1239052,2047.959989,4617.164234,186.6221437,2171.299139,4905.812314,181.6172341,2280.946733,5157.437913,177.2586043,2374.793111,5369.383891,173.6381046,2447.889393,5532.371163,171.122257
20.34433365,0,-36.71620165,61.51355904,400.6275161,55.5843598,144.201567,802.1011946,132.3310113,278.9693209,1204.68119,193.5749235,456.014123,1608.308774,239.9698825,665.5402637,2012.765234,231.1229366,876.3400444,2416.10524,222.5515424,1086.804083,2815.461002,214.2825532,1295.069571,3207.491149,206.388885,1498.745598,3587.95826,198.9674047,1695.346464,3952.630586,192.1110208,1882.078399,4296.856851,185.9158111,2056.683026,4617.164234,180.4001814,2179.037446,4905.812314,176.6926987,2287.569537,5157.437913,173.4595597,2380.218272,5369.383891,170.8371047,2452.05837,5532.371163,169.2873476
42.69415349,0,-55.01659438,83.83827575,400.6275161,37.14198438,166.5314489,802.1011946,113.7589566,301.3500891,1204.68119,174.8972768,478.4773769,1608.308774,221.208856,688.1092293,2012.765234,213.2350795,898.874696,2416.10524,205.6698224,1109.116192,2815.461002,198.5015602,1316.942144,3207.491149,191.7952723,1519.937391,3587.95826,185.6458784,1715.597194,3952.630586,180.1446171,1901.110006,4296.856851,175.3773104,2074.196816,4617.164234,171.3070089,2194.571657,4905.812314,169.4573154,2300.868056,5157.437913,167.8345913,2391.105155,5369.383891,166.6762236,2460.394294,5532.371163,166.608628
72.15990606,0,-73.06565605,113.2946025,400.6275161,18.92815861,196.0107886,802.1011946,95.40390642,330.9003376,1204.68119,156.4434606,508.130925,1608.308774,202.6914614,717.8695267,2012.765234,195.5767458,928.5543024,2416.10524,189.0076657,1138.472284,2815.461002,182.9265805,1345.694585,3207.491149,177.3902816,1547.772543,3587.95826,172.4950066,1742.174333,3952.630586,168.3349057,1926.064799,4296.856851,164.9871327,2097.144481,4617.164234,162.3482767,2214.923501,4905.812314,162.2876974,2318.294109,5157.437913,162.2131659,2405.365196,5369.383891,162.5040825,2471.286623,5532.371163,163.9798675
108.5262118,0,-90.23090875,149.6691877,400.6275161,1.578619291,232.4274173,802.1011946,77.90539724,367.407719,1204.68119,138.8575589,544.7612445,1608.308774,185.0666617,754.6041324,2012.765234,178.7659331,965.1594784,2416.10524,173.1479251,1174.652832,2815.461002,168.1019128,1381.10977,3207.491149,163.6765021,1582.038992,3587.95826,159.972845,1774.87358,3952.630586,157.0930053,1956.749094,4296.856851,155.107504,2125.346514,4617.164234,153.8363573,2239.933579,4905.812314,155.4279717,2339.711445,5157.437913,156.7804255,2422.886408,5369.383891,158.4559482,2484.647703,5532.371163,161.4918178
151.7257071,0,-106.1464381,192.8960437,400.6275161,-14.53725078,275.7163095,802.1011946,61.63761907,410.8074792,1204.68119,122.5206577,588.3033117,1608.308774,168.7236095,798.2457259,2012.765234,163.168491,1008.620905,2416.10524,158.4305053,1217.587414,2815.461002,154.339796,1423.117182,3207.491149,150.9369857,1622.667131,3587.95826,148.3321372,1813.627207,3952.630586,146.6406873,1993.098064,4296.856851,145.9286939,2158.742375,4617.164234,145.9297426,2269.547835,4905.812314,148.9899879,2365.073632,5157.437913,151.6110729,2443.63044,5369.383891,154.5804994,2500.447478,5532.371163,159.1730531
201.3345427,0,-120.3902823,242.5522981,400.6275161,-28.9901096,325.4550431,802.1011946,47.0394842,460.6768119,1204.68119,107.8846744,638.3332893,1608.308774,154.1290576,848.3673411,2012.765234,149.2176544,1058.511153,2416.10524,145.2514567,1266.85191,2815.461002,141.9975572,1471.300309,3207.491149,139.4891145,1669.252804,3587.95826,137.8496373,1858.048524,3952.630586,137.2139334,2034.747944,4296.856851,137.6456874,2196.997066,4617.164234,138.7827501,2303.468514,4905.812314,143.067718,2394.125062,5157.437913,146.7547071,2467.387877,5369.383891,150.9005818,2518.526805,5532.371163,157.0257342
256.6601827,0,-133.0207675,297.9437979,400.6275161,-41.83534268,380.9477045,802.1011946,34.05786219,516.3179363,1204.68119,94.89760914,694.1515168,1608.308774,141.2312601,904.269259,2012.765234,136.8621087,1114.135086,2416.10524,133.5595756,1321.761072,2815.461002,131.0247697,1524.989928,3207.491149,129.2839434,1721.149854,3587.95826,128.4783338,1907.522288,3952.630586,128.7677297,2081.122814,4296.856851,130.2152857,2239.582332,4617.164234,132.354747,2341.227168,4905.812314,137.627626,2426.464224,5157.437913,142.1857541,2493.830607,5369.383891,147.3960762,2538.637463,5532.371163,155.0284734
316.9868524,0,-143.8612993,358.354029,400.6275161,-52.89223333,441.4766086,802.1011946,22.87727924,577.0114116,1204.68119,83.7472308,755.0364264,1608.308774,130.2206558,965.2285463,2012.765234,126.2807207,1174.77309,2416.10524,123.5203055,1381.60431,2815.461002,121.57286,1583.491049,3207.491149,120.4584234,1777.686351,3587.95826,120.3401565,1961.40783,3952.630586,121.408257,2131.622064,4296.856851,123.7271117,2285.946593,4617.164234,126.7191818,2382.334554,4905.812314,132.7239614,2461.671885,5157.437913,137.9439645,2522.615795,5369.383891,144.0939561,2560.519102,5532.371163,153.1915193
381.547945,0,-152.9569852,423.0146167,400.6275161,-62.20369116,506.2713945,802.1011946,13.45569093,641.9846858,1204.68119,74.39018745,820.2132141,1608.308774,121.0510762,1030.470415,2012.765234,117.4302836,1239.65551,2416.10524,115.0930962,1445.622957,2815.461002,113.6043929,1646.062776,3207.491149,112.9787066,1838.146949,3587.95826,113.4049339,2019.024009,3952.630586,115.1085817,2185.608037,4296.856851,118.1568605,2335.504921,4617.164234,121.8549708,2426.27211,4905.812314,128.3457284,2499.303787,5157.437913,134.0270418,2553.380402,5369.383891,140.9946479,2583.8966,5532.371163,151.5093841
449.5260297,0,-160.5681909,491.1053677,400.6275161,-70.02957896,574.5091022,802.1011946,5.531501501,710.4122006,1204.68119,66.55955858,888.8539668,1608.308774,113.4479382,1099.168282,2012.765234,110.0527764,1307.962631,2416.10524,108.0376597,1513.010202,2815.461002,106.8983176,1711.918192,3207.491149,106.6443866,1901.772741,3587.95826,107.4936589,2079.649035,3952.630586,109.7110029,2242.405838,4296.856851,113.3677725,2387.638846,4617.164234,117.6471227,2472.491757,4905.812314,124.4158179,2538.890445,5157.437913,130.3888503,2585.741003,5369.383891,138.0700527,2608.479973,5532.371163,149.9590124
520.0695636,0,-167.0265146,561.771604,400.6275161,-76.70166796,645.3319731,802.1011946,-1.229886115,781.4333956,1204.68119,59.91366913,960.0956604,1608.308774,107.0597608,1170.460909,2012.765234,103.818309,1378.8408,2416.10524,102.0473675,1582.926187,2815.461002,101.1730977,1780.238451,3207.491149,101.2007106,1967.774288,3587.95826,102.3792861,2142.532325,3952.630586,105.0161244,2301.313889,4296.856851,109.1877477,2441.705621,4617.164234,113.9517203,2520.423984,4905.812314,120.8381583,2579.944066,5157.437913,126.97202,2619.299295,5369.383891,135.2856208,2633.968089,5532.371163,148.5138453
592.30664,0,-172.523248,634.1388154,400.6275161,-82.41026733,717.8627862,802.1011946,-7.020012136,854.1683482,1204.68119,54.25617729,1033.0558,1608.308774,101.6830538,1243.466736,2012.765234,98.53651809,1451.415258,2416.10524,96.94566944,1654.509472,2815.461002,96.26714107,1850.182977,3207.491149,96.50212185,2035.340604,3587.95826,97.93274409,2206.90223,3952.630586,100.9109908,2361.610347,4296.856851,105.5193472,2497.043502,4617.164234,110.6875889,2569.482313,4905.812314,117.562105,2621.9623,5157.437913,123.7505738,2653.644924,5369.383891,132.627975,2660.050255,5532.371163,147.1604058
665.3512746,0,-177.2410154,707.3184119,400.6275161,-87.33707838,791.2102188,802.1011946,-12.02195291,927.7229838,1204.68119,49.39892294,1106.837672,1608.308774,97.12214139,1317.289953,2012.765234,94.02486171,1524.797062,2416.10524,92.56379841,1726.8846,2815.461002,92.02653595,1920.897482,3207.491149,92.41057631,2103.647431,3587.95826,94.03222589,2271.974439,3952.630586,97.28956784,2422.561483,4296.856851,102.2716293,2552.979818,4617.164234,107.7795965,2619.070595,4905.812314,114.5427295,2664.434538,5157.437913,120.7037181,2688.360783,5369.383891,130.0880081,2686.410565,5532.371163,145.8883544
738.3093052,0,-181.3641737,780.4136009,400.6275161,-91.66553792,864.4747195,802.1011946,-16.42055023,1001.194972,1204.68119,45.15190676,1180.536278,1608.308774,93.17940686,1391.026478,2012.765234,90.09901398,1598.08906,2416.10524,88.73136876,1799.168034,2815.461002,88.29592564,1991.519791,3207.491149,88.78676613,2171.86291,3587.95826,90.55484271,2336.957406,3952.630586,94.04491263,2483.4268,4296.856851,99.35290702,2608.83569,4617.164234,105.1520347,2668.587179,4905.812314,111.7348531,2706.845464,5157.437913,117.8106539,2723.025917,5369.383891,127.6567015,2712.730201,5532.371163,144.6874006
810.292009,0,-185.0482506,852.5331515,400.6275161,-95.55019511,936.762386,802.1011946,-20.3716726,1073.687662,1204.68119,41.35422737,1253.252289,1608.308774,89.6864791,1463.777747,2012.765234,86.60259801,1670.399419,2416.10524,85.30447484,1870.481341,2815.461002,84.94479849,2061.192598,3207.491149,85.51443706,2239.159775,3587.95826,87.39882898,2401.063857,3952.630586,91.08916108,2543.469693,4296.856851,96.68844024,2663.935731,4617.164234,102.7439473,2717.433505,4905.812314,109.1050018,2748.682428,5157.437913,115.0595756,2757.221525,5369.383891,125.3317056,2738.691836,5532.371163,143.5519503
880.4232313,0,-188.4256526,922.7985199,400.6275161,-99.1223623,1007.192101,802.1011946,-24.00775101,1144.317244,1204.68119,37.86875531,1324.099241,1608.308774,86.49917378,1534.657935,2012.765234,83.40209083,1740.848821,2416.10524,82.16058596,1939.958301,2815.461002,81.86241764,2129.070424,3207.491149,82.49539861,2304.722091,3587.95826,84.47868872,2463.51722,3952.630586,88.34887572,2601.963494,4296.856851,94.21603905,2717.613603,4617.164234,100.5050143,2765.019017,4905.812314,106.6274761,2789.43964,5157.437913,112.444087,2790.534387,5369.383891,123.1143728,2763.982298,5532.371163,142.4788909
947.8528042,0,-191.5792863,990.357397,400.6275161,-102.463734,1074.909179,802.1011946,-27.41136923,1212.22645,1204.68119,34.6086093,1392.217246,1608.308774,83.52406123,1602.807527,2012.765234,80.41227064,1808.583802,2416.10524,79.22272558,2006.757939,2815.461002,78.98057426,2194.332237,3207.491149,79.67070099,2367.757347,3587.95826,81.74466336,2523.563053,3952.630586,85.78269712,2658.202067,4296.856851,91.90181896,2769.221667,4617.164234,98.40934385,2810.769719,4905.812314,104.2953919,2828.62552,5157.437913,109.9717505,2822.562846,5369.383891,121.0161505,2788.296969,5532.371163,141.4722084
1011.784831,0,-194.5137854,1054.412165,400.6275161,-105.5775604,1139.113969,802.1011946,-30.58628395,1276.613251,1204.68119,31.56644641,1456.801759,1608.308774,80.74816589,1667.421941,2012.765234,77.62440012,1872.805021,2416.10524,76.48597432,2070.092243,2815.461002,76.2982481,2256.208412,3207.491149,77.04330193,2427.522383,3587.95826,79.20328852,2580.493625,3952.630586,83.39971998,2711.522726,4296.856851,89.75635118,2818.151924,4617.164234,96.46933188,2854.146725,4905.812314,102.1310909,2865.778597,5157.437913,107.6715595,2852.929779,5369.383891,119.0638624,2811.349504,5532.371163,140.5467523
1071.562621,0,-197.1826184,1114.304908,400.6275161,-108.415972,1199.147014,802.1011946,-33.48478148,1336.816264,1204.68119,28.78738125,1517.189272,1608.308774,78.21236887,1727.837367,2012.765234,75.08040569,1932.852697,2416.10524,73.99263907,2129.310533,2815.461002,73.85791592,2314.063232,3207.491149,74.65565457,2483.403154,3587.95826,76.89643841,2633.723982,3952.630586,81.24021717,2761.377556,4296.856851,87.81727154,2863.901535,4617.164234,94.72017473,2894.704334,4905.812314,100.1724664,2900.517228,5157.437913,105.5821163,2881.323243,5369.383891,117.290352,2832.902832,5532.371163,139.7221133
1126.603146,0,-199.6510489,1169.451128,400.6275161,-111.0428199,1254.42221,802.1011946,-36.17042729,1392.247681,1204.68119,26.20630367,1572.790274,1608.308774,75.84876609,1783.464495,2012.765234,72.71656136,1988.141627,2416.10524,71.68315687,2183.836133,2815.461002,71.60467573,2367.333677,3207.491149,72.45801066,2534.856181,3587.95826,74.77968543,2682.73675,3952.630586,79.26480658,2807.282334,4296.856851,86.04982453,2906.026406,4617.164234,93.13222435,2932.048871,4905.812314,98.40146132,2932.504154,5157.437913,103.6951298,2907.467672,5369.383891,115.6916212,2852.748208,5532.371163,138.9914779
1176.283478,0,-202.0417409,1219.226141,400.6275161,-113.5789439,1304.31306,802.1011946,-38.76323564,1442.279212,1204.68119,23.70241094,1622.97477,1608.308774,73.53463207,1833.673748,2012.765234,70.41560559,2038.046847,2416.10524,69.44596871,2233.053394,2815.461002,69.43357408,2415.418843,3207.491149,70.35291601,2581.301581,3587.95826,72.76363885,2726.980072,3952.630586,77.39225974,2848.720748,4296.856851,84.380808,2944.053163,4617.164234,91.64100708,2965.760653,4905.812314,96.76977351,2961.37972,5157.437913,101.9769594,2931.069237,5369.383891,114.2436072,2870.663469,5532.371163,138.3327952
1219.944677,0,-204.4616185,1262.969248,400.6275161,-116.1290624,1348.157021,802.1011946,-41.36664617,1486.246458,1204.68119,21.17203884,1667.076563,1608.308774,71.1649952,1877.799215,2012.765234,68.07666742,2081.907169,2416.10524,67.1843839,2276.310842,2815.461002,67.2529584,2457.682747,3207.491149,68.25461866,2622.125512,3587.95826,70.7689957,2765.869679,3952.630586,75.54981721,2885.146075,4296.856851,82.74385605,2977.480482,4617.164234,90.18728639,2995.395184,4905.812314,95.2320534,2986.762987,5157.437913,100.3953113,2951.816699,5369.383891,112.9226433,2886.413248,5532.371163,137.7235276
1256.914076,0,-206.9445387,1300.006281,400.6275161,-118.7244984,1385.278244,802.1011946,-44.01030189,1523.47172,1204.68119,18.58582588,1704.416053,1608.308774,68.70974538,1915.161184,2012.765234,65.67019162,2119.04726,2416.10524,64.86900962,2312.942687,2815.461002,65.03405706,2493.475112,3207.491149,66.13546004,2656.70006,3587.95826,68.76943021,2798.807631,3952.630586,73.71230622,2915.998515,4296.856851,81.11457931,3005.794833,4617.164234,88.74807115,3020.49712,4905.812314,93.771292,3008.26376,5157.437913,98.93937542,2969.391177,5369.383891,111.7207742,2899.756064,5532.371163,137.1517968
1286.53234,0,-209.4219987,1329.676825,400.6275161,-121.2939922,1415.014928,802.1011946,-46.6209532,1553.291438,1204.68119,16.01773315,1734.327711,1608.308774,66.24259411,1945.093485,2012.765234,63.26585302,2148.804664,2416.10524,62.56447592,2342.295338,2815.461002,62.83632568,2522.157159,3207.491149,64.04965907,2684.408037,3587.95826,66.81365009,2825.205834,3952.630586,71.92233259,2940.727109,4296.856851,79.52879369,3028.490506,4617.164234,87.3527868,3040.618029,4905.812314,92.41212295,3025.497841,5157.437913,97.63039666,2983.478596,5369.383891,110.6538377,2910.453587,5532.371163,136.6224371
1308.196631,0,-211.6834075,1351.377619,400.6275161,-123.624127,1436.762922,802.1011946,-48.98300986,1575.099915,1204.68119,13.68441053,1756.203875,1608.308774,63.98039663,1966.987119,2012.765234,61.07043674,2170.572951,2416.10524,60.46568344,2363.769763,2815.461002,60.84180466,2543.142833,3207.491149,62.16552948,2704.682672,3587.95826,65.05525173,2844.523705,3952.630586,70.31759562,2958.824856,4296.856851,78.10716936,3045.101723,4617.164234,86.10512659,3055.34487,4905.812314,91.2387175,3038.111475,5157.437913,96.53582104,2993.789623,5369.383891,109.7722473,2918.285521,5532.371163,136.1651207
1321.414202,0,-213.3760005,1364.616257,400.6275161,-125.3594778,1450.029549,802.1011946,-50.73886765,1588.403286,1204.68119,11.94478015,1769.548867,1608.308774,62.28271441,1980.344396,2012.765234,59.42754595,2183.855527,2416.10524,58.89770721,2376.874562,2815.461002,59.35519372,2555.950653,3207.491149,60.76569566,2717.057674,3587.95826,63.7530656,2856.315857,3952.630586,69.13137895,2969.873375,4296.856851,77.05589731,3055.243613,4617.164234,85.183846,3064.33633,4905.812314,90.39546708,3045.812492,5157.437913,95.76976374,3000.085129,5369.383891,109.1614074,2923.06889,5532.371163,135.835201
1325.858437,0,-214.0280833,1369.067258,400.6275161,-126.0261383,1454.489747,802.1011946,-51.41266838,1592.8758,1204.68119,11.27613426,1774.035464,1608.308774,61.62784307,1984.835551,2012.765234,58.79476634,2188.322034,2416.10524,58.29429068,2381.281691,2815.461002,58.78378537,2560.258247,3207.491149,60.22856351,2721.220001,3587.95826,63.2542709,2860.282441,3952.630586,68.67742914,2973.590128,4296.856851,76.65344527,3058.655607,4617.164234,84.8313963,3067.361304,4905.812314,90.07786084,3048.403262,5157.437913,95.48580047,3002.203138,5369.383891,108.9363651,2924.678572,5532.371163,135.7105187
